seller-sku	asin1	item-name	item-description	price	status	minimum-seller-allowed-price	maximum-seller-allowed-price
ATEERSLSSWH	B082WHKHTC	SHIMANO Long Sleeve Cotton TEE White		36	Active	35.0	36.0
ATEERSSSSTB	B082WGZN2L	SHIMANO Fishing Short Sleeve Cotton Tee - Tahiti_Blue, SM [ATEERSSSSTB]		28	Active	27.0	28.0
ATEEVAPSSSBL	B082WG4YYD	SHIMANO Short Sleeve TECH TEE		29.99	Active	29.0	29.99
B7025C	B07J1Y2X35	Lamiglas - Black B6110S | 6'11" 1 PC. Black Inshore Saltwater Fishing Rod, Medium/Light Power, Inshore Saltwater Spinning Rod		169.99	Active	169.0	169.99
B7030C	B07J21H64T	Lamiglas - Black B7030C | 7' 1 PC. Black Inshore Saltwater Fishing Rod, Medium/Heavy Power, Inshore Saltwater Casting Rod		169.99	Active	169.0	169.99
B7215S	B07J1ZG87X	Lamiglas - Black B7215S | 7'2" 1 PC. Black Inshore Saltwater Fishing Rod, Medium Power, Inshore Saltwater Spinning Rod		169.99	Active	169.0	169.99
B7630S	B07JNCKTQT	Lamiglas - Black Inshore Saltwater Fishing Rod (B7630S / 7'6" / Fast / 15-30)		189.99	Active	189.0	189.99
BG260	B001NZPX9E	Eastaboga Tackle BogaGrip - 60 lb.		284.99	Active	284.0	285.0
BG3000	B01JH8FHTE	Daiwa BG Spinning Reel, Black/gold, 3000		139.99	Active	121.99	187.99
BG3500	B01JH8FHQM	Daiwa Saltwater Spinning Reel, Black/gold (Model May Vary)		139.99	Active	121.99	187.99
BG4000	B01JH8FHIK	Daiwa BG4000 BG Saltwater Spinning Reel, 4000, 5.7: 1 Gear Ratio, 6+1 Bearings, 39.90" Retrieve Rate, 17.60 lb Max Drag, black/gold		139	Active	139.0	139.99
BG4500	B01JH8FHOO	Daiwa BG4500 BG Saltwater Spinning Reel, 4500, 5.7: 1 Gear Ratio, 6+1 Bearings, 43.10" Retrieve Rate, 22 lb Max Drag, Black/gold		149	Active	149.0	149.99
BG5000	B01JH8FHFI	Daiwa BG5000 BG Saltwater Spinning Reel, 5000, 5.7: 1 Gear Ratio, 6+1 Bearings, 47.40" Retrieve Rate, 22 lb Max Drag,Black/Gold		149	Active	149.0	149.99
BGMQ10000-H	B08GFTF79X	Daiwa BG MQ Spinning Series - Front Drag Reel		259	Active	259.0	259.99
BGMQ14000-H	B08KSJ3FW2	Daiwa BG MQ Spinning Series - Front Drag Reel,Black		259	Active	259.0	259.99
BGMQ18000-H	B08ZL88ZQV	BG MQ Spinning Series - Front Drag Reel		279.99	Active		
BGMQ20000-H	B093DQGDV7	Daiwa BG MQ Spinning Series - Front Drag Reel		259.99	Active		
BGMQ4000D-XH	B08NWX2P24	Daiwa BG MQ Spinning Series - Front Drag Reel, 4000, Black		209.99	Active		
BGMQ5000D-H	B08H5NHC2M	Daiwa BG MQ Spinning Series - Front Drag Reel, 5000D-H, Black		229.99	Active		
BGMQ6000D-H	B08H5MYH2B	Daiwa BG MQ Spinning Series - Front Drag Reel,Black/Silver		229.99	Active		
BGMQ8000-H	B08GFG8K4N	Daiwa BG MQ Spinning Series - Front Drag Reel,Black		259	Active	259.0	259.99
BLSMQLT3000D	B09THQL2VP	DIAWA Ballistic MQ LT Spinning - Reel		229	Active	229.0	229.99
BLSMQLT4000D-C	B09THNYTKG	DIAWA Ballistic MQ LT Spinning - Reel		229	Active	229.0	229.99
BV-300-SPJ	B0C6CTNR2M	ACCURATE Valiant Slow Pitch Jigging Reel Silver BV-300-SPJ		509.98	Active	509.0	509.99
BV-300L-SPJ	B0CD36YPBY	Accurate Valiant Slow Pitch Jigging Reels		509.98	Active	509.0	509.99
BV-500-S	B07ZJS3DRY	Accurate Valiant Reel - BV-500-S Silver		552.98	Active	552.0	552.99
BV-500NL-SPJ	B0CD38GF3P	Accurate Valiant Slow Pitch Jigging Reels		595.98	Active	595.0	595.99
BV-600-S	B0CF6MTMLD	Accurate Valiant Reels		574.98	Active	574.0	574.99
BV-600N-S	B0CF6P3C19	Accurate Valiant Reels		574.98	Active	574.0	574.99
BV-600NL-S	B0CF6MWTMX	Accurate Valiant Reels		574.98	Active	574.0	574.99
BV2-1000-S	B0CD378MQM	Accurate Valiant 2 Speed Reels		784.98	Active	784.0	784.99
BV2-300-SPJ	B0CF6BRJ29	Accurate Valiant Slow Pitch Jigging Reels		679.98	Active	679.0	679.99
BV2-500N-SPJ	B09XZ36JFP	Accurate Valiant 500 Narrow 2-Speed Reel Silver Slow Pitch Jigging		711	Active	711.0	711.99
CERTATESWG10000-H	B093YQ32DG	Daiwa CERTATE SW G Spinning Reel - Saltwater		649.98	Active	649.0	649.99
CERTATESWG14000-XH	B0924RD7VD	Daiwa CERTATE SW G Spinning Reel - Saltwater		649.98	Active	649.0	649.99
CERTATESWG18000-H	B0924P8W8G	Daiwa CERTATE SW G Spinning Reel - Saltwater		749	Active	749.0	749.99
CERTATESWG8000-H	B093YPG94R	Daiwa CERTATE SW G Spinning Reel - Saltwater		649	Active	649.0	649.99
CMS-1001	B083S8C2GT	YakAttack PanFish Portrait Pro Camera Mount (CMS-1001)		59.95	Active	59.0	59.99
CMS-1001-U	B083S8C2GT	YakAttack PanFish Portrait Pro Camera Mount (CMS-1001)		40	Active		
CMS-1002	B083FVPS6L	YakAttack PanFish Pro™ Camera Mount (CMS-1002)		99.95	Active	99.0	99.99
CMS-1002-U	B083FVPS6L	YakAttack PanFish Pro™ Camera Mount (CMS-1002)		74.95	Active		
CMS-1003	B083CQ75JY	YakAttack Boomstick Pro Camera Mount (CMS-1003)		99.95	Active	99.0	99.99
CMS-1003-U	B083CQ75JY	YakAttack Boomstick Pro Camera Mount (CMS-1003)		74.95	Active		
CMS-1004	B0842C1HZ8	YakAttack Articulating Camera Mount (CMS-1004)		24.95	Active	24.0	24.99
CPM	B003U0583G	Yak Attack Visicarbon Pro Mighty Mount and Geartrac Ready Light - CPM	Designed to meet the needs of all anglers- from serious kayak fishermen to recreational paddlers- the VISICarbon Pro exhibits unprecedented performance in light weight, low drag, and portability- all with plenty of style. The ultra-thin mast and instantly recognizable flag combine to offer excellent performance with low wind resistance, and enhances your visibility on the water, night and day. The VISICarbon Pro light is complete with an LED module, which will burn for 100 hours on 3 AA batteries (included) and provides 360 visibility. The Silent Snap flag attachment provides a secure fastening that can be left for hours, or removed in seconds. The collapsed unit fits inside the flag for easy organization, creating a convenient and portable storage solution at only 14&#34; long. The deployed VISICarbon Pro is 48&#34; long. The SilentSlip foam at the base of the unit floats, but still fits into most flush mount and tubular rod holders. Compatible with MightyMount, YakAttack GearTrac , and most factory installed kayak track systems.<br>Enhances your visibility day or night.<br>SilentSlip foam fits most flush mount and tubular rod holders.<br>48&#34; long deployed, 14&#34; collapsed.<br>Collapsed unit stores inside flag.<br>It floats!<br>Designed with carbon fiber tubing for stiffness and ultra light weight.<br>Silent Snap flag attachment system provides quick and easy flag installation and removal.<br>LEDs burn 100 hours on 3 AA batteries (included).<br>10,000+ hours lamp life.<br>U.S. Pat. No. 8,662,720<br>Made in the USA<br>Covered by our Built for Life Guarantee<br>SKU: CPM<br>	94.95	Active		
CPM+MMH	B00ZQ32GL2	YakAttack VISICarbon Pro 360 Degree LED MightyMount and Hardware Kayak Fishing Visibility Flag, Orange (CPM+MMH)		99.95	Active		
CTCNQMD401XGLHB	B0BRYMR5PN	Shimano Inc. Calcutta Conquest MD401XG LH B		599.98	Active	599.0	599.99
DTX220-S-BPM	B07XGZJD4M	Nomad Design DTX Minnow Patented Autotune System-Distressed Baitfish Swimming Action, Hydrospeed Belly Eyelet Faster Trolling, BKK Diablo 5X Singles 13/0 Hooks, 220 SNK 9, 50ft, Black Pink Mackerel		49.94	Active	39.99	49.99
DTX220-S-GG	B07XCZMNHC	Nomad Design DTX Minnow with Patented Autotune System - Distressed Baitfish Swimming Action, Hydrospeed Belly Eyelet for Faster Trolling, BKK Diablo 5X Singles 13/0 Hooks, 220 SNK 9, 50ft, Gold Glow		41.59	Active	39.99	49.99
DTX220-S-HPG	B08R5MPL66	Nomad Design DTX Minnow with Patented Autotune System-Distressed Baitfish Swimming Action, Hydrospeed Belly Eyelet Faster Trolling, BKK Diablo 5X Singles 13/0 Hooks, 220 SNK 9, 50ft, Hot Pink Glow		48.93	Active	39.99	49.99
DTX220-S-HPM	B07XF3C25H	Nomad Design DTX Minnow Patented Autotune System-Distressed Baitfish Swimming Action, Hydrospeed Belly Eyelet Faster Trolling, BKK Diablo 5X Singles 13/0 Hooks, 220 SNK 9, 50ft, Hot Pink Mackerel		49.94	Active	39.99	49.99
DTX220-S-PHT	B07XBVDWLZ	Nomad Design DTX Minnow with Patented Autotune System - Distressed Baitfish Swimming Action, Hydrospeed Belly Eyelet for Faster Trolling, BKK Diablo 5X Singles 13/0 Hooks, 220 SNK 9, 50ft, Phantom		49.94	Active	39.99	49.99
DTX220-S-PL	B08R5RJ2B9	Nomad Design DTX Minnow with Patented Autotune System - Distressed Baitfish Swimming Action, Hydrospeed Belly Eyelet for Faster Trolling, BKK Diablo 5X Singles 13/0 Hooks, 220 SNK 9, 50ft, Pink Lava		49.94	Active	39.99	49.99
DTX220-S-PM	B07X8S6ZBY	Nomad Design DTX Minnow with Patented Autotune System - Distressed Baitfish Swimming Action, Hydrospeed Belly Eyelet Faster Trolling, BKK Diablo 5X Singles 13/0 Hooks, 220 SNK 9, 50ft, Pink Mackerel		49.04	Active	39.99	49.99
DTX220-S-SM	B07X8RHBGV	Nomad Design DTX Minnow with Patented Autotune System-Distressed Baitfish Swimming Action, Hydrospeed Belly Eyelet Faster Trolling, BKK Diablo 5X Singles 13/0 Hooks, 220 SNK 9, 50ft, Spanish Mackerel		47.95	Active	39.99	49.99
DTX220-S-WHOO	B08R5QM91K	Nomad Design DTX Minnow with Patented Autotune System - Distressed Baitfish Swimming Action, Hydrospeed Belly Eyelet for Faster Trolling, BKK Diablo 5X Singles 13/0 Hooks, 220 SNK 9, 50ft, Wahooligan		49.94	Active	39.99	49.99
DTX220-SAR	B07XF31VJP	Nomad Design DTX Minnow with Patented Autotune System - Distressed Baitfish Swimming Action, Hydrospeed Belly Eyelet for Faster Trolling, BKK Diablo 5X Singles 13/0 Hooks, 220 SNK 9, 50ft, Sardine		47.9	Active	39.99	49.99
DX7F	B09PQGTYTL	Dexter Dextreme 24911 Knife		47.45	Active	47.0	47.99
ELIMINATOR4000	B099NV58SK	Daiwa Eliminator Spinning 4000, 4 + 1, 5.7 : 1		109	Active	109.0	109.99
EXIGLT4000D	B09XQW8LBV	Daiwa New Exist G LT Spinning - Reel, Black		899.98	Active	899.0	899.99
EXIGLT5000D-C	B09XQWJ1SX	Daiwa New Exist G LT Spinning - Reel		929	Active	929.0	929.99
EXS4000MXGA	B08XXGY1LL	Shimano Inc. EXSENCE 4000MXG A		609.98	Active	609.0	609.99
FB-GT90-12	B00OAKGE88	YakAttack Fullback Backing Plate for GT90, GTSL90, GTTL90		19.95	Active	19.0	19.99
FFP-1001	B07B4DQJGG	YakAttack Switchblade Transducer Deployment Arm, Track Mounted (FFP-1001)		54.95	Active		
FFP-1002	B07B1YY9WV	Yak Attack Fish Finder Mount with LockNLoad - FFP-1002	No more ball mounts, no more slipping or rotating in the track. Designed to replace the factory base on Lowrance fishfinders, the Lowrance Fishfinder Mount is a simple, clean, and highly effective solution for mounting your fishfinder. Attaches to track using our new LockNLoad mounting system for maximum versatility. This mount fits the popular Lowrance Elite, Hook, and Elite Ti models of fishfinders. The LockNLoad track mount is compatible with all YakAttack GearTrac, YakAttack MightyMount XL, and most other factory installed kayak track systems. Not Compatible with Hook2 Series. Patent pending. Fish finder not included.GearTrac not included<br>Made in the USA<br>Covered by our Built for Life Guarantee<br>Patent Pending<br>SKU: FFP-1002<br><br>Compatible With:<br>Lowrance Elite 3, 4, 5<br>Lowrance Hook 3, 4, 5<br>Lowrance Elite ti 3, 4, 5, 7<br>	44.95	Active		
FFP-1002-U	B07B1YY9WV	Yak Attack Fish Finder Mount with LockNLoad - FFP-1002		31	Active		
FFP-1004	B07G7DC812	Yak Attack Track Mounted LockNLoad Mount Compatible with Humminbird Helix	No more ball mounts, no more slipping or rotating in the track. With the LockNLoad mounting system this is the cleanest and most secure mounting solution for the Hummingbird Helix series; 5,7,9. Features the LockNLoad mounting system offering ultra secure attachment to YakAttack GearTrac, Mighty Mount II, MightyMount XL, and most other factory-installed kayak track systems. Hardware included. Patent pending.<br>GearTrac not included<br>Made in the USA<br>Covered by our Built for Life Guarantee<br>Patent Pending<br>SKU: FPP-1004<br>	49.95	Active		
FFP-1005	B07G7BLBMB	Yak Attack Round Base Fish Finder Mount, Black - FFP-1005	No more ball mounts, no more slipping or rotating in the track. With the LockNLoad mounting system this is the cleanest and most secure mounting solution for Garmin and Raymarine units featuring a 3 hole pattern round base such as the Garmin Striker 4 and the Raymarine Dragonfly 7 Pro. Features the LockNLoad mounting system offering ultra secure attachment to YakAttack GearTrac, Mighty Mount II, MightyMount XL, and most other factory-installed kayak track systems. Hardware included.<br>GearTrac not included<br>Made in the USA<br>Covered by our Built for Life Guarantee<br>Patent Pending<br>SKU: FFP-1005<br>	49.95	Active		
FFP-1007	B081B9QFHX	Universal Mounting Plate (FFP-1007)		49.95	Active		
FFP-1007-U	B081B9QFHX	Universal Mounting Plate (FFP-1007)		25	Active		
FP6000-KIT	B001449E2G	Van Staal 6" Titanium Pliers Kit with Lanyard and Sheath		329.94	Active	329.0	349.99
FP6000-KIT-FBA	B001449E2G	Van Staal 6" Titanium Pliers Kit with Lanyard and Sheath		329.94	Active	329.0	349.99
FP7000-KIT-FBA	B001449DRM	Van Staal 7" Titanium Pliers Kit with Lanyard and Sheath		379	Active	379.0	399.99
FRSW10000	B0B8M9YP6X	Daiwa FreeSwimmer Bite Run Spinning Reel 6BB+1RB 4.7:1 10000, Black		199.94	Active	199.0	199.99
GCX 842S MF	B0B9T2DR9D	G. Loomis GCX 842S MF		289.98	Active	285.0	295.0
GCX 843S F	B0B9T4DWLL	G. Loomis GCX 843S F		294.99	Active	285.0	295.0
GCX 844S F	B0B9T4TJDM	G. Loomis GCX 844S F		289.98	Active	285.0	295.0
GCX 844S MGM	B0B9T2Y3TM	G. Loomis GCX 844S MGM		289.98	Active	285.0	295.0
GCX 902S XF	B0B9T2RSNL	G. Loomis GCX 902S XF		289.99	Active	285.0	295.0
GCX 904S F	B0B9T59N1P	G. Loomis GCX 904S F		294.99	Active	285.0	295.0
GRPJC56H	B08FYRZ847	Shimano Inc. Grappler Type J 56 H CST		309.98	Active	309.0	309.99
GRPJC60M	B0848GJN3L	black hall Grappler Type J 60 M CST		289.98	Active	289.0	289.99
GRPJC60MH	B0848CBYTW	black hall Grappler Type J 60 MH CST		299.98	Active	299.0	299.99
GRPJC66M	B0848P646H	Shimano Inc. Grappler Type J 66 M CST		289.98	Active	289.0	289.99
GRPJC66MH	B08FYSHCYN	Shimano Inc. Grappler Type J 66 MH CST		299.98	Active	299.0	299.99
GRPJS56H	B096KMWLRX	Shimano Inc. Grappler Type J 56 H SPN		309	Active	309.0	309.99
GRPJS56XH	B08PMGZF2Z	Shimano Inc. Grappler Type J 56 XH SPN		309.98	Active	309.0	309.99
GRPJS58XXH	B096KQ3358	Shimano Inc. Grappler Type J 58 XXH SPN		319.98	Active	319.0	319.99
GRPJS60MH	B07WP76YQV	Shimano Inc. Grappler Type J 60 MH SPN		299	Active	299.0	299.99
GRPJS66M	B07WV6SS51	Grappler Type J 66 M SPN		289	Active	289.0	289.99
GRPJS66MH	B07WWB39VG	Grappler Type J 66 MH SPN		299.98	Active	299.0	299.99
GRPSJC68M	B07WW7TZ14	Grappler Type SLW J 68 M CST		289.99	Active	289.0	289.99
GRPSJC68MH	B07WW5BVWP	Grappler Type SLW J 68 MH CST		289.98	Active	289.0	289.99
GT175G2-04	B01FWSJABY	Yak Attack Gen II GearTrac, 4", GT175, Silver - GT175G2-04	Add a whole new level of versatility to your kayak, canoe, power boat, ATV, ORV, tractor, or other vehicle with the GT175 Generation II GearTrac from YakAttack! This heavy duty surface mount track provides a platform that's not only adjustable, but fully configurable, enabling unparalleled versatility for accessory mounting! Includes #10 blunt tip stainless steel thread forming screws. Install with the optional FullBack backing plate for ultra duty security. The GT175 Generation II GearTrac is a true surface mount and doesn't require Inside access for instillation.<br>Designed for harsh marine environments<br>Compatible with 1/2&#34; wide track hardware<br>Topside installation, no backside access required<br>Hole pattern 1-5/16&#34; Wd X 1-3/4&#34; Lg<br>U.S. Pat. No. 9,671,060 B1<br>Made in the USA<br>Covered by our Built for Life Guarantee<br>	19.95	Active	19.0	19.99
GT175G2-08	B01FWSJAO6	Yak Attack GT175 GearTrac, Heavy Duty, Silver - GT175G2-08		24.95	Active	24.0	24.99
GT175G2-12	B01FWSKCPW	Yak Attack Gen II GearTrac, 12", GT175, Silver - GT175G2-12	Add a whole new level of versatility to your kayak, canoe, power boat, ATV, ORV, tractor, or other vehicle with the GT175 Generation II GearTrac from YakAttack! This heavy duty surface mount track provides a platform that's not only adjustable, but fully configurable, enabling unparalleled versatility for accessory mounting! Includes #10 blunt tip stainless steel thread forming screws. Install with the optional FullBack backing plate for ultra duty security. The GT175 Generation II GearTrac is a true surface mount and doesn't require Inside access for instillation.<br>Designed for harsh marine environments<br>Compatible with 1/2&#34; wide track hardware<br>Topside installation, no backside access required<br>Hole pattern 1-5/16&#34; Wd X 1-3/4&#34; Lg<br>U.S. Pat. No. 9,671,060 B1<br>Made in the USA<br>Covered by our Built for Life Guarantee<br>	29.95	Active	29.0	29.99
GT175G2-12-U	B01FWSKCPW	Yak Attack Gen II GearTrac, 12", GT175, Silver - GT175G2-12		19	Active		
GT90-04	B0094K2W8U	YakAttack GT90 GearTrac, 4" Long	Add a whole new level of versatility to your kayak, canoe, power boat, ATV, ORV, tractor, or other vehicle with the GT90 GearTrac from YakAttack! This medium duty surface mount track provides a platform that's not only adjustable, but fully configurable, enabling unparalleled versatility for accessory mounting! Includes #8-32 socket drive button head stainless steel screws plus nuts and washers. The optional Fullback Backing Plate provides easier installation and increased security.<br>3/32 hex wrench not included.<br>Designed for harsh marine environments <br>Compatible with 1/2&#34; wide track hardware<br>Hole spacing 1-3/4&#34;<br>0.9&#34; wide<br>U.S. Pat. No. 9,671,060 B1<br>Made in the USA<br>Covered by our Built for Life Guarantee<br>	14.95	Active	14.0	14.99
GT90-12	B0094K2YO2	YakAttack GT90 GearTrac, 12" Aluminum Kayak Mount Track	Add a whole new level of versatility to your kayak, canoe, power boat, ATV, ORV, tractor, or other vehicle with the GT90 GearTrac from YakAttack! This medium duty surface mount track provides a platform that's not only adjustable, but fully configurable, enabling unparalleled versatility for accessory mounting! Includes #8-32 socket drive button head stainless steel screws plus nuts and washers. The optional Fullback Backing Plate provides easier installation and increased security.<br>3/32 hex wrench not included.<br>Designed for harsh marine environments <br>Compatible with 1/2&#34; wide track hardware<br>Hole spacing 1-3/4&#34;<br>0.9&#34; wide<br>U.S. Pat. No. 9,671,060 B1<br>Made in the USA<br>Covered by our Built for Life Guarantee<br>	24.95	Active	24.0	24.99
GTTL175-04	B014I3P4SW	Yak Attack GTTL175 GearTrac Top Loading Mount, 4" - GTTL175-04	The future of GearTrac has arrived. The GTTL series is a top loading version of our popular GT175. Instead of having to slide your accessory in from the ends of the GearTrac you are able to drop each accessory in from the top. This makes it very easy to adjust positioning while on the water when using multiple accessories on a single piece of GearTrac .<br>Add a whole new level of versatility to your kayak, canoe, power boat, ATV, ORV, tractor, or other vehicle with the GTTL175 GearTrac from YakAttack! This heavy duty surface mount track provides a platform that's not only adjustable, but fully configurable, enabling unparalleled versatility for accessory mounting! Includes #10 blunt tip stainless steel thread forming screws. Install with the optional FullBack backing plate for ultra duty security. The GTTL175 is a true surface mount and doesn't require Inside access for instillation.<br>Not intended for use with the RAM Mounts Quick Release Track Base.<br>Designed for harsh marine environments<br>Compatible with 1/2&#34; wide track hardware<br>Topside installation, no backside access required<br>Hole pattern 1-5/16&#34; Wd X 1-3/4&#34; Lg<br>U.S. Pat. No. 9,671,060 B1<br>Made in the USA<br>Covered by our Built for Life Guarantee<br>	19.95	Active	19.0	19.99
GTTL175-08	B014I43J9W	Yak Attack GTTL175 GearTrac Top Loading Mount, 8" - GTTL175-08	The future of GearTrac has arrived. The GTTL series is a top loading version of our popular GT175. Instead of having to slide your accessory in from the ends of the GearTrac you are able to drop each accessory in from the top. This makes it very easy to adjust positioning while on the water when using multiple accessories on a single piece of GearTrac .<br>Add a whole new level of versatility to your kayak, canoe, power boat, ATV, ORV, tractor, or other vehicle with the GTTL175 GearTrac from YakAttack! This heavy duty surface mount track provides a platform that's not only adjustable, but fully configurable, enabling unparalleled versatility for accessory mounting! Includes #10 blunt tip stainless steel thread forming screws. Install with the optional FullBack backing plate for ultra duty security. The GTTL175 is a true surface mount and doesn't require Inside access for instillation.<br>Not intended for use with the RAM Mounts Quick Release Track Base.<br>Designed for harsh marine environments<br>Compatible with 1/2&#34; wide track hardware<br>Topside installation, no backside access required<br>Hole pattern 1-5/16&#34; Wd X 1-3/4&#34; Lg<br>U.S. Pat. No. 9,671,060 B1<br>Made in the USA<br>Covered by our Built for Life Guarantee<br>	24.95	Active	24.0	24.99
GTTL175-12	B014I4J62G	YakAttack GTTL175 GearTrac 12in Top Loading Aluminum Kayak Mount Track, Black, One Size	The future of GearTrac has arrived. The GTTL series is a top loading version of our popular GT175. Instead of having to slide your accessory in from the ends of the GearTrac you are able to drop each accessory in from the top. This makes it very easy to adjust positioning while on the water when using multiple accessories on a single piece of GearTrac .<br>Add a whole new level of versatility to your kayak, canoe, power boat, ATV, ORV, tractor, or other vehicle with the GTTL175 GearTrac from YakAttack! This heavy duty surface mount track provides a platform that's not only adjustable, but fully configurable, enabling unparalleled versatility for accessory mounting! Includes #10 blunt tip stainless steel thread forming screws. Install with the optional FullBack backing plate for ultra duty security. The GTTL175 is a true surface mount and doesn't require Inside access for instillation.<br>Not intended for use with the RAM Mounts Quick Release Track Base.<br>Designed for harsh marine environments<br>Compatible with 1/2&#34; wide track hardware<br>Topside installation, no backside access required<br>Hole pattern 1-5/16&#34; Wd X 1-3/4&#34; Lg<br>U.S. Pat. No. 9,671,060 B1<br>Made in the USA<br>Covered by our Built for Life Guarantee<br>	29.95	Active	29.0	29.99
GTTL90-04	B071GLHWRT	YakAttack GTTL90 GearTrac 4in Top Loading Aluminum Track	The future of Yakattack GearTrac has arrived! This GearTrac is a top loading version of our popular GT90. Instead of having to slide your accessory in from the ends of the GearTrac you are able to drop each accessory in from the top. This makes it very easy to adjust positioning while on the water when using multiple kayak fishing accessories on a single piece of GearTrac . This medium heavy duty surface mount track provides a platform that's not only adjustable, but fully configurable, enabling unparalleled versatility for accessory mounting! Includes #8-32 socket drive button head stainless steel screws plus nuts and washers. The optional FullBack backing plate provides easier installation and increased security.<br><br>Not intended for use with the RAM Mounts Quick Release Track Base.<br>3/32 hex wrench not included.<br>Designed for harsh marine environments<br>Compatible with 1/2&#34; wide track hardware<br>Hole spacing 1-3/4&#34;<br>Top loading for easy adjustment of multiple accessories<br>0.9&#34; wide<br>U.S. Pat. No. 9,671,060 B1<br>Made in the USA<br>Covered by our Built for Life Guarantee<br>	14.95	Active	14.0	14.99
GTTL90-12	B014I1B2TE	YakAttack GTTL90 GearTrac 12in Top Loading Aluminum Kayak Mount Track	The future of Yakattack GearTrac has arrived! This GearTrac is a top loading version of our popular GT90. Instead of having to slide your accessory in from the ends of the GearTrac you are able to drop each accessory in from the top. This makes it very easy to adjust positioning while on the water when using multiple kayak fishing accessories on a single piece of GearTrac . This medium heavy duty surface mount track provides a platform that's not only adjustable, but fully configurable, enabling unparalleled versatility for accessory mounting! Includes #8-32 socket drive button head stainless steel screws plus nuts and washers. The optional FullBack backing plate provides easier installation and increased security.<br><br>Not intended for use with the RAM Mounts Quick Release Track Base.<br>3/32 hex wrench not included.<br>Designed for harsh marine environments<br>Compatible with 1/2&#34; wide track hardware<br>Hole spacing 1-3/4&#34;<br>Top loading for easy adjustment of multiple accessories<br>0.9&#34; wide<br>U.S. Pat. No. 9,671,060 B1<br>Made in the USA<br>Covered by our Built for Life Guarantee<br>	24.95	Active	24.0	24.99
HRC-1004	B01KMHVMGG	Yak Attack GearTrac Hardware Assortment Kit - HRC-1004	Includes four of each: Convertible Knobs, 1-1/2'' MightyBolts, Track Nuts, 1-1/4'' Socket Head Cap Screws. All standard 1/4-20 thread.<br>4 Stainless Steel MightyBolts<br>4 Convertible Knobs<br>4 Track Nuts<br>4 Socket Head Cap Screws<br>All Standard 1/4-20 Thread<br>Patent Pending<br>Made in the USA<br>Covered by our Built for Life Guarantee<br>SKU: HRC-1004<br>	24.95	Active		
HREZANCA040	B08LN7PMR1	Hardy HREZANCA040 Zane Carbon Reel WF12+350 (30lb Dacron)		594.99	Active	594.0	595.0
HRJ64HB	B07H1DZLPD	Daiwa Rod-Harrier Jigging Series		99	Active	99.0	99.99
HRJ64MHB	B07H1N96P7	Daiwa Rod-Harrier Jigging Series		99.99	Active		
HRJ70MHS	B07QGXMTG6	Daiwa Fishing Rod Jigging Series Sections 1 Line Wt. 40-60 Braid		99.98	Active	99.0	99.99
HRX58HS	B08D1LFWBC	Daiwa HRX58HS Harrier-X Jigging Series, Sections= 1, Line Wt.= 65-120, Lure Weight= 100-250G		139.98	Active	139.0	139.99
HRX66HB	B08D1JSW5D	Daiwa HRX66HB Harrier-X Jigging Series, Sections= 1, Line Wt.= 65-120, Lure Weight= 100-250G		139.98	Active	139.0	139.99
HRX66MB	B08D1MRLBM	Daiwa HRX66MB Harrier-X Jigging Series, Sections= 1, Line Wt.= 30-65, Lure Weight= 50-160G		129	Active	129.0	129.99
HRX66MHS	B08D1JV4ZJ	Daiwa HRX66MHS Harrier-X Jigging Series, Sections= 1, Line Wt.= 50-100, Lure Weight= 80-200G		129	Active	129.0	129.99
HRX70MHB	B08D1LB8YL	Daiwa HRX70MHB Harrier-X Jigging Series, Sections= 1, Line Wt.= 50-100, Lure Weight= 80-200G		129.98	Active	129.0	129.99
HRX70MHS	B08D1L9NZS	Daiwa HRX70MHS Harrier-X Jigging Series, Sections= 1, Line Wt.= 50-100, Lure Weight= 80-200G		129	Active	129.0	129.99
HRX70MS	B08D1LQYQ8	Daiwa HRX70MS Harrier-X Jigging Series, Sections= 1, Line Wt.= 30-65, Lure Weight= 50-160G		129.99	Active		
HSP66HB	B08D1L527D	Daiwa HSP66HB Harrier Slow Pitch Jigging Series, Sections= 1, Line Wt.= 50Lb Braid, Lure Weight= Up to 400G		199.99	Active		
HSP66MHB	B08D1KMNFL	Daiwa HSP66MHB Harrier Slow Pitch Jigging Series, Sections= 1, Line Wt.= 40Lb Braid, Lure Weight= Up to 300G		199	Active	199.0	199.99
HSP66XHB	B08D1LB8Y3	Daiwa HSP66XHB Harrier Slow Pitch Jigging Series, Sections= 1, Line Wt.= 65Lb Braid, Lure Weight= Up to 500G		199.99	Active		
